"","label","pixel1","pixel2","pixel3","pixel4","pixel5","pixel6","pixel7","pixel8","pixel9","pixel10","pixel11","pixel12","pixel13","pixel14","pixel15","pixel16","pixel17","pixel18","pixel19","pixel20","pixel21","pixel22","pixel23","pixel24","pixel25","pixel26","pixel27","pixel28","pixel29","pixel30","pixel31","pixel32","pixel33","pixel34","pixel35","pixel36","pixel37","pixel38","pixel39","pixel40","pixel41","pixel42","pixel43","pixel44","pixel45","pixel46","pixel47","pixel48","pixel49"
"18882","Dress",0,0,0.375,88.25,70.5625,0,0,0,0,3.3125,179.75,53,0,0,0,0,40.5625,180.25,67.25,0,0,0,0,59,178.75,81,0,0,0,0,82.75,178.5625,81,0,0,0,0,87.9375,187.625,76.25,0,0,0,0,75.6875,168.75,62.0625,0,0
"5080","T-shirt/top",0,0,101,139.5625,102.3125,0,0,0,0,131.4375,144,140.4375,0,0,0,0.625,162.375,152.1875,145.5,0,0,0,0,159.125,151.625,143.375,0,0,0,0,155.25,157.125,145.3125,0,0,0,8.9375,179.375,170.125,168.3125,9.0625,0,0,20.3125,170.125,165.1875,164.6875,23.3125,0
"11376","Trouser",0,0,110.6875,169.8125,154.0625,0,0,0,0,125.75,183,163.6875,0,0,0,0,113.875,168.9375,149,0,0,0,0,96.6875,137.3125,142.25,0,0,0,0,85,130.0625,135.3125,0,0,0,0,74.8125,127.9375,134.9375,0,0,0,0,58.5625,117.3125,123.75,0,0
"42455","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,7.125,70.9375,42.4375,0.5,45.75,26.6875,64.8125,119.5625,144.75,179.0625,145.3125,171.8125,57.75,78,103.8125,111.625,103.3125,99.5625,91.375,0.0625,4.8125,6.375,6.625,5.875,6.1875,5.5,0,0,0,0,0,0,0
"59944","Ankle boot",0,0,0.125,0.25,8,5.25,7.25,0,0,0,1,115.8125,181.8125,119.875,0,0,0.0625,5.25,158.8125,214.5,104.9375,0.3125,0.625,18.5625,112.6875,207.125,213.3125,129.9375,53.6875,69.375,111.125,193.9375,198,204.625,146.5,150.1875,198.3125,208.25,200.9375,178.0625,216.0625,170.375,0,6.8125,27.0625,13.5,0.3125,14,7.8125
"19204","Dress",0,11.8125,157.125,144.875,154.6875,11.5625,0,0,43.9375,171.8125,168.6875,170.5625,43.6875,0,0,28.1875,120.8125,173.6875,121.25,28.125,0,0,0.5625,140.3125,182.375,139.8125,0.5625,0,0,0,179.8125,194.125,175.1875,0.0625,0,0,2.75,193.5625,201.125,190.625,3.4375,0,0,16.5625,173.875,201.375,172.8125,16,0
"32861","Sandal",0,0,0,48.125,112.125,115.1875,52.1875,0,0,0.125,5.125,96.375,74.875,26.4375,0,0,11.0625,79.875,84.9375,8.9375,0.4375,0,0,40.875,4.125,0.9375,24.0625,0,0,0.0625,69.4375,79.25,105.8125,84.875,0.75,0.4375,20.125,87.1875,120.375,17.75,49.75,0.0625,35.125,83.6875,105.875,67.5625,1.125,42.875,0.5625
"827","T-shirt/top",0.0625,28.25,50.8125,48.75,64.625,37.5625,0.0625,8.6875,49.25,67.6875,93.125,66.75,47.25,7.5625,16.8125,39.6875,160,160.625,135.75,45.9375,16.25,0,14.75,73.5,121.9375,56.8125,11.875,0.0625,0,14.4375,41.4375,60.5625,32.375,10,0,0,17.0625,42.625,37.3125,37.25,12.0625,0,0,27,40.3125,38.8125,39.0625,17.5625,0
"28055","Coat",0,16,111.4375,184.8125,142.0625,23.5,0.375,23.125,182.5625,182.9375,180.4375,166.75,174.6875,34.6875,78.9375,189.6875,178.5,176.875,119.0625,152.3125,106.625,111.125,190.6875,183.6875,172.125,169.1875,180.125,142.1875,129.3125,192.9375,181.1875,170.4375,148.5,185.75,161.625,121.375,177.8125,177,175.6875,166.5625,169.9375,167.5,30.25,71.25,168.125,171.25,160.875,62.1875,44
"58626","Ankle boot",0,0,0,0,0,0,0,0,0,0.0625,69.5625,153.1875,143.1875,78.4375,0,0,0.125,77.6875,173.125,179.3125,101.9375,0.125,0.0625,17.0625,174.625,152.75,186.5625,107.125,50.9375,102.375,158.6875,159,145.8125,152.875,125.6875,127.625,162,155.3125,146.5,142.8125,119.5,94.375,0,1.8125,12.75,14.4375,1.5,0,0.0625
"36828","Shirt",0,7.0625,45.0625,118.1875,43.9375,8.5625,0,0,44.375,55.875,57.375,55.1875,47.0625,0,0,46.375,76.6875,47.25,62.875,48.25,0,0,45.375,87,58.5,65.5,57.875,0,0,47.5,74.625,68.4375,64.625,60.375,0,0,48.4375,85.875,71.75,75.5625,58.25,0,0,30.6875,68.6875,81.1875,60.0625,37.8125,0
"22797","Dress",0,0,50.875,179.75,158.4375,0,0,0,0,115.875,233.5,204.375,0,0,0,0,99.1875,237.5,168.5625,0,0,0,0,126.4375,233.5,203.75,0,0,0,0,149.875,234.4375,159.3125,0,0,0,0,130.6875,234.5625,112.8125,0,0,0,0,106.875,232.3125,84.375,0,0
"28617","Coat",0,0.1875,131.4375,200.75,155.25,4,0,0,52.375,222.0625,214.3125,221.375,87.125,0,0,104.875,223.9375,224.6875,222.9375,145,0,0,127.5,231.5,222.9375,227.875,186.875,0,0,155.125,217,222.75,226.3125,196.4375,0,0,167.875,58.4375,65.25,61,181.5625,0,0,123.6875,0.375,0,0.625,137.25,0
"33525","Sandal",0,0,0,0,0,0,0,0,0,0.125,11.875,0,3.5625,0,0,0.625,1.6875,104.0625,144.6875,150.4375,43.5,0.75,88.375,111.125,157.3125,163.125,161.25,105.5625,59,167.3125,144.5625,142.9375,86.75,141.75,106.375,10.625,41,52.5,45.75,51.875,65.3125,40.0625,0,0,0,0,0,0,0
"42435","Sneaker",0,0,0,0,0,0,0,0,0,0.1875,0.75,35.5625,2.875,0.125,0,0,0.375,62.5,178.875,125.5,46.9375,0.6875,16.9375,106.5625,172.125,198.25,196.9375,142.125,61.125,150.75,156.125,169.125,168.8125,179.25,153.25,20.5625,43.6875,41.6875,48.125,39,49.6875,49.6875,0,0,0,0,0,0,0
"12450","Pullover",0.25,84.9375,179.0625,184.75,185.5625,90.875,0,0,188.5625,197.25,189.8125,189.0625,184.0625,0,0.375,212.625,202.0625,186,183.1875,205.8125,0,15.5,210.1875,200.5,189.875,190.3125,199.8125,13.1875,32.1875,187.125,199.75,192.625,199.625,168,28.75,37.6875,159.375,202.1875,196.5625,200.6875,153.375,33.75,28.3125,115.6875,101.8125,97.0625,98,131.0625,36.1875
"4710","T-shirt/top",0.3125,49.75,146.6875,164.5625,167.125,92.0625,0.125,0,168.875,140.5,133.5625,144.1875,181.25,24.125,13.625,198.75,133.875,90.1875,88.625,180.4375,62.5,0.0625,8.0625,183.75,161.875,157.875,54.4375,0.1875,0,0.25,191.375,187.6875,183.6875,70.0625,0,0,7.1875,199.25,190.625,189.25,94.4375,0.25,0,25.5625,195.8125,189.625,189.4375,109.5625,1.5
"19043","Dress",0,0,30.0625,45.875,31.6875,0.375,0,0,0,36.0625,119.5625,50.375,0.1875,0,0,0,51.0625,132.5625,59.9375,0.0625,0,0,0,96.875,133,89.25,0,0,0,0,140.75,132.5625,110.375,0,0,0,0,146.9375,136.75,127.9375,3.375,0,0,0,135,126.9375,121.75,12.1875,0
"11441","Trouser",0,0,68.0625,129.25,74.875,0,0,0,0,81.8125,122.875,90.1875,0,0,0,0,80.125,116.5,102.125,0,0,0,0,81.6875,92.0625,101.4375,0,0,0,0,78.5625,78.1875,105.25,0,0,0,0,60.875,75.25,110.5,0,0,0,0,46,67.5,103.6875,0,0
"48726","Bag",0,0,0,0,0,0,0,16.375,27.8125,27.3125,27.875,27.125,23.6875,12.4375,153.6875,177.25,179.375,179.5625,181.5625,184.375,176.375,173.0625,201.5,194.5625,108.4375,151.8125,202.1875,198.4375,167.9375,210.75,175.75,19.875,112.1875,209.1875,201.4375,129.125,135.8125,94.5,118.5625,121.1875,129.4375,98.3125,0,0,0,0,0,0,0
"30130","Sandal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.6875,9.5,21.375,0.8125,0,0.1875,40.625,39.125,67.0625,117.875,70.125,1.4375,40.875,58.5625,54.625,63.9375,76.3125,76.25,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4979","T-shirt/top",0,114.5625,204,185.9375,205.0625,152.8125,8.125,0.6875,222.5625,216.875,217.25,217.125,220.125,56.625,5.4375,86.8125,224.75,217.875,217.875,127.4375,25.5625,0,1.25,219.1875,217,216.9375,57.75,0,0,2.5,216.8125,216,216.125,57.8125,0.0625,0,19.75,218.375,216,215.8125,77,0,0,35.0625,208.8125,208.875,205.625,90.1875,0
"49688","Bag",0,0,0,0,0,0,0,138.0625,181.5,175,170.3125,172,168.625,140.125,200.375,219.3125,220.125,217.8125,212.3125,216.8125,194.4375,198.875,226.0625,226.5,225.125,225.25,224.5,208.4375,189.6875,224.25,223.625,223.5625,223.75,223.125,213.0625,154.5,198.5,196.1875,196.0625,197,195.25,163.8125,0,0,0,0,0,0,0
"16159","Pullover",0,36.125,132.9375,164.75,153.6875,60.8125,0,0,109,159.125,150.375,151.875,132.75,0,0,124.625,178.5625,158.6875,152.0625,170.875,0,0,140,167.9375,161,152,177,0.1875,0,159.25,140.875,160.75,160.625,149.625,14.625,0,144.25,141.6875,169.125,172.1875,134.875,27.5,0,115.125,20.6875,20.1875,24.5625,98.0625,25.25
"9410","Trouser",0,0,135.1875,213.5,173.75,0,0,0,0,201.25,224.8125,216.25,0,0,0,0,209.8125,208.8125,208,0,0,0,0,194.125,95,184,0,0,0,0,177.875,96.5,159.3125,0,0,0,0,126.75,130.5625,123,0,0,0,0,53.0625,158.9375,68.375,0,0
"43066","Sneaker",0,0,0,0,0,0,0,0,0,0,0.0625,7.75,0,0.625,0,0.4375,12.5625,86.75,148.125,43.8125,62.75,33.5,98.4375,172.875,124.6875,166.75,212.8125,191.25,118.25,148.875,141.5625,152.5,198.1875,179.375,120.9375,0.125,13.5,24.875,21.625,24.375,29.625,14.8125,0,0,0,0,0,0,0
"14566","Pullover",0.375,71.625,198.875,192.6875,201.8125,94.8125,0.0625,0,174.3125,233.75,232.375,234.25,211.6875,0,0,199.375,215.1875,232.375,229.6875,211.5,0,0,203.6875,203.8125,233.6875,237.0625,197.75,4.375,0,184.625,232.5625,234.1875,238.875,205.75,23.9375,6.625,180.5625,239.625,237.3125,239.8125,200,43.3125,12,157.3125,148.875,147.8125,151.625,156,48.375
"10664","Trouser",0,0,43.75,188.1875,139.1875,0,0,0,0,82.75,209.125,177.8125,0,0,0,0,96.4375,161.5,144.0625,0,0,0,0,109.0625,96.1875,108.1875,0,0,0,0,105.375,66.6875,131.375,0,0,0,0,58.625,114.6875,131.8125,0,0,0,0,10.75,115.9375,85.8125,0,0
"55315","Ankle boot",0,0,0,0,0,0,0,0,0,0.0625,41,142.5,131.0625,81,0,0,0.5625,87.9375,148.6875,151.3125,66.9375,0.625,0.75,29,134.4375,141.4375,143.1875,111.1875,47.8125,53.9375,108,153.875,142.625,148.875,105.5625,54.5625,118.9375,139.1875,126.25,99.3125,159.3125,105.25,0,0,0,0,0,0,0
"15276","Pullover",0,55.5,113.5625,94.75,109.625,49,0,0.0625,105.125,106.3125,115.75,102.4375,107.5625,2.0625,8.625,145.5,99.5,109.875,95.9375,135.375,19.3125,28.875,118.1875,113.9375,110,109.1875,103.875,32.8125,36.4375,88.4375,113.125,103.375,108.1875,92.6875,38.0625,0.1875,29.25,110.3125,96.9375,110.875,30.375,0.0625,0,31.5625,127.6875,146.8125,129.875,32.25,0
"57269","Ankle boot",0,0,0,0,0,1.0625,2.6875,0,0,0.3125,81.25,155.3125,116.3125,85.625,0,0,2.4375,186.3125,212.5625,215.25,147.9375,0.5,0.4375,117.6875,219.6875,219.5625,231.5625,206.1875,96.0625,166.625,213.875,224.4375,222.9375,204.5,154.3125,125.8125,193.5625,217.6875,189,152.5,176.9375,100.0625,0,0,0,0,0,0,0
"20230","Dress",0,0,96.9375,88.625,134.4375,4,0,0,0,55.0625,234.9375,130.5,0.5,0,0,0,56.5625,233.625,135.5,0.25,0,0,0,92.4375,232.5,175.625,0,0,0,0,93.5,234.1875,181.625,0,0,0,0,79.4375,236.3125,182.4375,0,0,0,0,62.4375,236.3125,169.4375,0,0
"23059","Dress",0.125,15.4375,79.8125,79.0625,85.875,17,0.125,7.25,142.375,159.75,169.9375,157.3125,144.375,9.6875,0,95.875,170.75,171.25,170.375,88.625,0,0.1875,76.375,170.625,172.125,172,74.0625,0,0.5,102.125,170.9375,171.25,171.25,95.8125,0.1875,0,173.1875,237.0625,237.9375,234.8125,157.8125,0.0625,0,182.875,219.875,224.125,223.0625,165.1875,0
"8207","Trouser",0,0,112.1875,176.9375,98.5,0,0,0,0,164.1875,222.5,158.25,0,0,0,0,149.625,165.1875,145.25,0,0,0,0,121.625,123.625,120,0,0,0,0,116.6875,91.875,114.5,0,0,0,0,119.375,78,110.25,0,0,0,0,101.875,52.875,94.3125,0,0
"19874","Dress",0,0.5,74.125,172.9375,135,10.375,0,0,0.0625,27.375,189.8125,105,1.5,0,0,0.0625,63.75,187.3125,141.75,0.8125,0,0,1,129.3125,199.5,186.9375,9.125,0,0,0,158.4375,202.5625,194.1875,40.75,0,0,0.0625,193.4375,211.5,196.75,61.9375,0,0,4.0625,141.75,166.875,173,61.3125,0
"41901","Shirt",0,69.625,129.375,122.0625,144.625,80.8125,4.1875,10.8125,142.625,109.75,123,120.8125,114.625,42.125,20.4375,112.5,125.8125,112.0625,105.75,104.75,37.8125,0,33.25,131.5,114.1875,112.5625,49.0625,0.0625,0,33.125,133.25,117.375,114.875,52.75,0,0,41.4375,138.75,123.375,120.0625,69.9375,0.1875,0,65.125,138.375,135.25,129,97.5,0.25
"34130","Sandal",0,0,0,0,0,39.4375,3.3125,0,0,0,3.6875,57.125,70.8125,93.6875,0,0,3.9375,44.1875,5.125,88.125,113.0625,0,0.25,0.25,0.75,38.875,120,72.375,15.8125,33.5625,29.375,26.5,77.625,51.5625,30.75,77.875,96.5625,102.125,116.3125,4.75,43.375,15.8125,55.0625,73.125,84.5,39.3125,0.125,27.9375,15.875
"41363","Shirt",0,8.8125,62.5625,179.6875,59,8.4375,0,0,85.4375,103.4375,111,105.4375,82.6875,0,0,118.25,118.5,107.1875,134.1875,100.4375,0,0,140.6875,151.375,141.375,149.5625,123,0,0,154.5,159.9375,171.6875,152.125,151.125,0,0,151.6875,184.5,194.625,175.875,138.9375,0,0,132.0625,165.8125,204.0625,163.3125,135.4375,0
"2315","T-shirt/top",0,56.125,117.4375,106.875,110.5,47.5,0,17.5625,142.875,138.625,137.3125,130.9375,115.9375,14.375,24.5625,109.625,154.875,147.6875,171.8125,95.375,25.25,0,48.625,135.4375,139.1875,126,42,0,0,54.3125,104.1875,99.0625,99.125,38.8125,0,0,55.0625,117.0625,102.0625,103.5,39,0.0625,0,56.4375,118.4375,103.3125,99.5,47,0.0625
"50567","Bag",0,0,0.5625,54,39.375,0.4375,0,0,0,37.375,22.8125,46.5,0.875,0,0,0.125,65.125,1.125,66.1875,1.125,0.0625,7.125,99,151.875,134.9375,162.875,117.0625,46.0625,70.0625,199.9375,194.875,200.125,210.4375,206.875,141.6875,75.3125,200.125,204.75,200.375,213.3125,213.5625,155.5625,24.6875,166.6875,187.8125,185.1875,190.25,185.6875,84.75
"39638","Shirt",0,8.1875,80,188.1875,144.75,25.3125,0.125,0,89.75,192.625,181.4375,169.625,153.5625,0,0,127.375,210,175.375,169.1875,192.4375,1.9375,0,152.0625,209.4375,175.6875,171.1875,201.9375,16.25,0,171.25,177.375,179.1875,177.6875,183.5625,26.5625,0,155.125,173.5,185.6875,183.4375,154.25,32.375,0,108.6875,78.125,115.375,103.8125,102.25,24.375
"52938","Bag",0,0,0,0,0,0,0,24.5625,33.0625,24.5625,37,36.4375,23.3125,22.5,147.5625,168.9375,155.75,193.625,196.0625,129.625,122.25,144.25,173.875,173.3125,198.8125,197.3125,189.625,170.3125,111.9375,166.1875,162.625,188.3125,195.5,201.625,192.0625,27.75,24.5625,25.3125,27.1875,29.0625,28.875,22.1875,0,0,0,0,0,0,0
"52562","Bag",18.3125,120.0625,122.4375,118.9375,96.875,105.8125,74,46.25,170.625,233.625,231.8125,231.3125,230.3125,131.6875,10.625,188.375,233.5625,232.5625,235.1875,232.9375,117.5625,0.1875,173.9375,238.0625,236.875,235.3125,230.875,117.5,0.4375,184.5625,233.6875,237.375,236.1875,232.125,120.5,1.3125,199,235.0625,238.5625,237.5625,236.8125,130.125,34.5625,201.0625,189.875,174.75,182.75,181.6875,105.625
"12223","Pullover",0,0.125,69.875,153.75,68.9375,0.125,0,0,30.5,111.125,117.6875,102.1875,25.125,0,0,80.9375,119.875,113.5625,120.75,73.75,0,0,90.125,122.0625,110.5,112.8125,93,0,0,87.6875,121.9375,112.8125,105.375,92.375,0,0,88.375,123.3125,117.375,107.6875,92.0625,0,0,94.625,118.375,112.25,102.4375,101.5,0
"33738","Sandal",0,0,0,0.0625,0.875,11.9375,28.9375,0,0,0.3125,21.5,134.5625,92.9375,12.1875,0,0,7.1875,47.8125,120.1875,53.375,43.8125,0.3125,25.3125,156.25,56.3125,70.6875,199.9375,120.4375,46.9375,193.8125,124.1875,199.25,180.125,118.625,65.6875,131.125,199.0625,174.6875,171.5,117.1875,123,42.4375,2.1875,78.875,103.5625,59.875,60.4375,74.8125,20.8125
"24829","Coat",0,4.25,189.3125,216.8125,183.875,1.4375,0,0.125,149.625,202.9375,202.9375,199.375,135.25,0.125,0,191.8125,187.9375,188.5625,188.0625,182,0,0.5,197.6875,187.3125,189.1875,186.5625,198.5625,0,14.5625,203.8125,188.125,191.5625,185.8125,211.75,9.125,32.375,202.625,190.1875,193.1875,189.4375,211.4375,35.5625,22.875,138.9375,183.125,195.125,185.6875,149.125,23.0625
"38799","Shirt",0.375,65.9375,169.25,149.4375,167.5625,54.125,0.1875,0.125,143.25,188.25,187.5,188.3125,133.625,0.0625,0,179.6875,192.5625,191.0625,199.875,171.9375,0,0.125,209.375,189.3125,193.375,192.0625,209.625,4.375,20.125,198.1875,197.75,193.9375,191.0625,211.125,31.8125,42.6875,177,202.9375,194.5625,194.9375,196.5,47.3125,32.5,160.75,159.3125,160,155.6875,143.625,27.5625
"37785","Shirt",1.25,44,113.625,87.5625,115,53.25,0.625,0,52.9375,102,103.5,98,59.75,0,0,94.0625,107.125,100.5625,103.1875,105.6875,19.8125,1.75,112.8125,105.25,101.75,102.5,102.3125,38.625,14.375,112.875,99.875,101.75,103.5,102.125,43.9375,27.6875,115.625,100.625,107.1875,105.625,95.375,55.8125,26.25,85.5,83.375,106,98.875,79.5625,41.4375
"50910","Bag",0,0,1.25,84,33.625,0,0,0,0,64.625,20.4375,81.9375,0.6875,0,0.25,4.875,132.75,39.4375,110.6875,25.875,0.0625,88.4375,165.9375,180.5,156.1875,146.6875,148,61.0625,166.6875,140.625,113.4375,94.5625,95.6875,107.125,101.9375,133.0625,174.375,195.9375,190.3125,183.125,183,151.375,90.6875,126.3125,143.4375,139.5625,145.5625,151.5625,121.9375
"39829","Shirt",0,11.875,86.6875,176.3125,72.0625,5.1875,0,0,83.9375,115.4375,124.0625,118.8125,78.8125,0,0,113.5,121.875,130.25,129.4375,116.3125,0,0,117.875,126.3125,142.875,129.9375,123.1875,0,0,109.625,118.3125,127.125,125.25,105.9375,0,0,95.3125,128.875,130.0625,129.8125,101.8125,0,0,84.4375,60.8125,56.0625,53.8125,88.1875,0
"9252","Trouser",0,0,178.4375,217.5625,167.1875,0,0,0,0,213.4375,228.3125,207.8125,0,0,0,0,209.875,198.625,200.5625,0,0,0,0,176.9375,136.125,174.75,0,0,0,0,167,127.1875,166.125,0,0,0,0,154.8125,109.375,156.25,0,0,0,0,134.125,93.8125,128.6875,0,0
"7796","Trouser",0,0,176.3125,202.75,185.4375,0,0,0,0,179.375,214.625,186.4375,0,0,0,0,112.6875,187.1875,131.6875,0,0,0,0,86.75,147.3125,97.9375,0,0,0,0,83.3125,130.375,88.5,0,0,0,0,101.8125,132,118.75,0,0,0,0,91.5,108.0625,105.75,0,0
"58071","Ankle boot",0,0,0,6.3125,8.625,0,14.375,0,0,0,49.375,200.625,188.625,100.875,0,0,0.1875,107.0625,218.5,221.9375,102.875,0,0,10.5625,197.875,219.875,220.125,169.8125,0.4375,4.125,142.3125,207.125,220.0625,211.0625,177.5625,96.5625,176,215.875,216.8125,115.1875,177.125,162.625,15.25,58.1875,72.5,22.1875,0.375,61.25,59.9375
"20556","Dress",0,0,4.5625,50.625,11.25,0,0,0,0,106.75,180.4375,132.625,0,0,0,0,131.4375,178.75,148.75,0,0,0,0,55.9375,184.1875,97.375,0,0,0,0,65.9375,193.125,122.875,0,0,0,0,83.75,202.375,148.0625,0,0,0,0,68.375,172.5625,112.3125,0,0
"2836","T-shirt/top",41.625,154,142,123.625,133.0625,138.6875,25.0625,116.625,239.0625,227.375,220.375,229.3125,237.8125,102.9375,140.625,195.5,231.125,225.1875,233.375,175.4375,133.6875,182.3125,101.8125,165.1875,173.5,160,101.25,181.4375,208,12.4375,4.75,2.5625,0.9375,15,210.125,234,0.4375,0.0625,0,0,0.9375,230,165.0625,0.3125,0,0,0,0.125,199.125
"42272","Sneaker",0,0,0,0,0,0,0,0,0,0.5,0.375,6.4375,0.625,1.5625,0,0,35.3125,184.0625,193.0625,57.125,106.6875,13.625,97.9375,227.4375,239.375,242.625,242.5,200.9375,194.625,223.4375,226.1875,231.1875,232.3125,230.25,197.5625,6.25,38.9375,44.9375,41.4375,39.1875,41.5625,26.6875,0,0,0,0,0,0,0
"55106","Ankle boot",0,0,0,0,0,0,0,0,0,0,11.6875,114.9375,104,66.3125,0,0,0.25,83.5,188.9375,192.625,135.625,0.3125,3.125,76.6875,181.4375,192.9375,188.8125,147.375,108.4375,161,198.5,196.8125,193.375,204.125,163.375,58.8125,117.125,151.375,128.5,114,152.3125,132.1875,0,0,0,0,0,0,0
"13959","Pullover",0,56.625,112.6875,158.875,118.4375,46.9375,0,0,103.625,116.875,134.3125,128.625,82.875,0,1.4375,101.5625,117.5625,117.875,118.6875,87.75,0,8.5625,98.5625,117.9375,119.3125,119.0625,90.25,0,14.0625,105.75,115,68.6875,83.25,97.1875,0.625,16.25,96.5,71.6875,68.3125,61,99.9375,6.6875,18.9375,151.75,172.1875,164.875,164.8125,154.5625,17.9375
"7798","Trouser",0,0,93.4375,193.0625,153.0625,0,0,0,0,133.9375,212.1875,160.8125,0,0,0,0,139.125,130.625,125.8125,0,0,0,0,175.125,32.375,104.125,0,0,0,0,183.9375,4.3125,161.3125,0,0,0,0,187.8125,2.125,186.6875,0,0,0,0,156.5,5,165.125,0,0
"144","T-shirt/top",0.0625,53.875,115.1875,116,100.25,46.125,0.0625,37.1875,162.25,132.4375,131.3125,126.3125,134.375,19.125,50,172.625,160.0625,146.0625,134.3125,128.625,32.75,0.25,56.75,166.5,154.1875,146.6875,41.8125,0.0625,0,44.875,174.3125,163.4375,149.5625,43.625,0,0,42.0625,184,179,162.875,37.25,0,0,29.625,159.4375,174.375,156.125,26,0.0625
"2876","T-shirt/top",0.0625,63.1875,140.125,163.4375,173.625,122.1875,2.5625,1.125,116.625,107.25,129.6875,140.4375,179.5,46.5,14.0625,78,101.25,116.75,143.875,133.8125,41.1875,0,0.1875,109.0625,118.1875,152.75,54.25,0,0,5.5625,115.875,129.625,154.25,68.9375,0,0.125,38.75,128.0625,136.3125,163.9375,99.8125,0.5,0.25,80.8125,167.0625,189.3125,195.875,144.375,0.1875
"5124","T-shirt/top",0,33.25,89.5,108,90.5,46.5,0,0,92,114,119.75,100.8125,98.375,0,0,87.6875,117.9375,103.25,105.375,93.625,8.6875,0,1.625,127.625,106.875,114.125,35.1875,0,0,21,127.1875,111.9375,116.3125,50.125,0,0,29.5,125.375,113.125,122.0625,50.875,0.125,0,23.0625,111.3125,105.6875,114.3125,45.8125,0.1875
"43387","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0.5625,14.5625,53.25,80.0625,32.125,87.4375,51.125,88.875,127.125,175.0625,182.25,182.1875,136.0625,84.5625,103.3125,107.625,115.5625,118.625,115.3125,86.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6313","Trouser",0,0,109.5625,204.125,148,0,0,0,0,156.6875,234.5625,194.375,0,0,0,0,149.8125,196.375,208.8125,0,0,0,0,123.0625,159.8125,185.3125,0,0,0,0,120.4375,109.6875,180.4375,0,0,0,0,114.25,67.8125,177.75,0,0,0,0,114.4375,68.5,169.875,0,0
"57673","Ankle boot",0,0,0,0,0,0,0,0,0,0.8125,77,193.125,196.9375,106.25,0,0,1.0625,122.5,220.1875,227.6875,111.5,0.4375,0.75,23.875,189.1875,199.125,229.5,103.6875,64.125,79.4375,158.5,223.375,212.75,218.8125,152.375,117.6875,194.875,234.4375,202.75,166.5,225,159.125,0.0625,1.25,13.25,0,3.375,21.4375,8.8125
"4989","T-shirt/top",0,0.1875,14.1875,0.0625,1.875,15.0625,0,0,0.6875,83.5,83.875,86.5,6.6875,0,0,36.5,94,110.9375,98.875,63.5,0,0,49,82.5625,111.6875,101.75,66.25,0,0,51.875,82.0625,120.1875,118.5625,68.4375,0,0,47.25,87.5625,131.1875,138.875,61.9375,0,0,26.125,77.875,109.9375,113.625,48.375,0
"19610","Dress",0,0.25,139.1875,214.625,155.75,0.3125,0,0,0.75,119.75,201.125,139,0.125,0,0,0.1875,103.75,201.0625,115.0625,0.5,0,0,0.25,163.1875,204.125,174.1875,0.375,0,0,24.6875,210.3125,212.6875,208.0625,33.375,0,0,73.6875,213.4375,223.5,212.875,87.5,0,0,75.1875,199.625,226.1875,215.75,96.875,0
"56715","Ankle boot",0,0,1.5,127.875,171.0625,175.5625,26.875,0,0,0.875,182.0625,243.125,240.875,36.8125,0,0,0.4375,178.4375,207.25,215.75,49.3125,0,0,3.9375,220.9375,233.75,242.9375,156.4375,0,0.0625,80.0625,205.75,218.75,232.75,179.3125,31.375,95.6875,219.9375,235.25,199.1875,171.875,148.875,129.3125,198.625,216.4375,184.125,22.875,153.5,123.25
"58740","Ankle boot",0,0,0.125,0.3125,9.875,46.875,17.75,0,0,1.0625,110.8125,197.5,136,74.6875,0,0,18,163.1875,204.8125,178.5,105.3125,0,0.625,95.0625,143.25,208.125,184.5,121.1875,40.4375,81.6875,167.375,190.375,171.5625,77.4375,124.3125,140.4375,155.1875,199.5,186.1875,24.6875,50.875,133.0625,0.125,18.625,50.25,32.125,0,10.6875,21
"26471","Coat",0,0.0625,34.5625,179.25,114.1875,7.6875,0.4375,0,29.875,182.1875,179.0625,193,134.5,0.5,0.25,80.875,182.875,183.8125,206,164.5,0.3125,0.4375,112.3125,185.25,187.375,210.5,198.1875,8.8125,0,139,185.75,189.5,214.25,193.6875,44,1.0625,157.875,173.5,190.1875,215.125,142.0625,63.75,19.4375,104.25,127.625,159.125,165.125,79.4375,71.75
"13415","Pullover",0.25,98.3125,174.625,187.8125,188.8125,122.5,6.3125,8.875,177.8125,171.625,181.75,183.25,179.9375,41.9375,34.625,177.6875,179.375,208.0625,186.625,175,66.1875,46.625,172.625,165.4375,186.8125,172.4375,174.5,88.125,58.6875,165.75,167.75,168.1875,167.3125,177.75,105.0625,68,138,175.5625,180.3125,175,157.75,111.6875,58.6875,87.875,136.3125,157.6875,144.4375,84.75,105.8125
"3614","T-shirt/top",0.125,19.625,79.375,149.5625,84.9375,25.5625,0,0,105,110.875,118.5,115.875,112.25,0.1875,12.5,135.1875,101.9375,109.4375,112.5,111.0625,12.625,0.1875,2.0625,100.0625,110.9375,110.6875,1.0625,0,0.0625,0.5,97.3125,112.875,115.0625,0.125,0,0,0.75,106.3125,117.25,123,5.125,0,0,0.625,102,115.6875,114.25,19.375,0
