"","label","pixel1","pixel2","pixel3","pixel4","pixel5","pixel6","pixel7","pixel8","pixel9","pixel10","pixel11","pixel12","pixel13","pixel14","pixel15","pixel16","pixel17","pixel18","pixel19","pixel20","pixel21","pixel22","pixel23","pixel24","pixel25","pixel26","pixel27","pixel28","pixel29","pixel30","pixel31","pixel32","pixel33","pixel34","pixel35","pixel36","pixel37","pixel38","pixel39","pixel40","pixel41","pixel42","pixel43","pixel44","pixel45","pixel46","pixel47","pixel48","pixel49"
"59135","Ankle boot",0,0,0,0.0625,0,0,12.8125,0,0,0,42.4375,201.125,182.125,113.4375,0,0,0.25,114.375,236.75,221.625,143.375,0,0,7.5,226.0625,241.75,228.3125,174.0625,11.25,52.125,137.3125,241.6875,213.6875,207.125,187.5625,101.375,167.9375,218.875,224.3125,72.4375,175.25,184.1875,0.3125,0,13.1875,10.5,0.0625,41.25,39.125
"46347","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,11.625,100.625,152,26.8125,54.4375,52.375,101.9375,182.0625,205,215.0625,217.0625,215,18,47.4375,57.375,38.875,28.5,28.75,28.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35925","Sandal",0,0,0.0625,0.25,0.5,33.0625,39.0625,0,0,0.3125,43.9375,52,49.5,33.9375,0,0,3.5,87.125,159.1875,63.1875,26.25,0,0,28.0625,116.25,68.5,17.875,38.6875,0,0.5,60.625,108.9375,99.4375,118.9375,72.6875,0.1875,21.6875,76.5625,122.375,70.875,68.5625,68.75,28.625,98.875,117.3125,101.8125,0.75,63,71.4375
"7047","Trouser",0,0,78.3125,151.4375,113,0,0,0,0,104.5,190.3125,147.8125,0,0,0,0,95.6875,159.75,135.0625,0,0,0,0,78,135.9375,111.6875,0,0,0,0,67.25,113.6875,111.625,0,0,0,0,76.6875,121.1875,142.875,0,0,0,0,75.9375,126,138.6875,0,0
"30454","Sandal",0,0,0,0,0,0,0,0.3125,0.125,0.1875,32.125,0.0625,0.3125,0.0625,0.0625,20.5625,43.3125,132.625,76.1875,80,71.6875,8.25,140.75,105.75,166.3125,167.625,159.375,108.375,6.25,165.8125,156.9375,110.875,158.375,159.4375,88.9375,15.9375,36.9375,34.0625,29.625,27.25,29.5,21.6875,0,0,0,0,0,0,0
"18356","Dress",0,0,31.5625,96.6875,45.5625,0,0,0,0,62.4375,97.1875,85.6875,0,0,0,0,58.375,114.5,78.9375,0,0,0,0,67.4375,119.125,101.8125,0,0,0,0,81.0625,117.9375,119.4375,0,0,0,0,74.25,116.625,109.875,0,0,0,0,54.5,109.75,90.125,0,0
"48386","Bag",0,0,0,0,0,0,0,11.8125,26.875,22.1875,20.1875,21.25,22.625,21.25,0.125,71.5625,128.4375,124.0625,126.0625,131.0625,131.5625,0.0625,56.3125,91.75,90.8125,90.3125,98.5625,101.25,0,69.9375,137.3125,138.25,143.125,135,127.5625,0,32.25,59.6875,61.375,63.375,63.1875,60.625,0,0,0,0,0,0,0
"40150","Shirt",0,56.75,182.3125,175.625,184.25,84.375,0.125,0,120.0625,190.6875,182.125,183.6875,154.5,0,0,156.375,173.25,180.25,178.625,179.5625,0,0,173.6875,155.25,180.0625,184.625,164.5625,7.6875,0,185.1875,186.125,183.25,183.375,182.4375,24.0625,0,180.5,117.4375,128.375,125.4375,161.3125,32.125,0,143.8125,1.4375,1.125,1.6875,109,29.375
"39370","Shirt",0.3125,22.6875,102.6875,137.375,116.3125,49.0625,0.4375,0.5,84.75,124,140,118.9375,130.25,2.8125,0.1875,129.5625,142,136.625,136.0625,151.5,36.125,19.0625,165,133.9375,140.75,141.6875,161.375,75,51.1875,176.6875,135.3125,148.0625,146.3125,171.75,103.125,43.8125,162.4375,138.1875,154.75,148.8125,163.6875,100.0625,0.375,47.125,122.3125,138.1875,127.4375,78.8125,0.0625
"7999","Trouser",0,0,49.875,216.75,174.75,0,0,0,0,110,235.8125,211,0,0,0,0,136.4375,144.125,215.75,0,0,0,0,152.3125,65.5625,196.25,0,0,0,0,122.125,62.0625,184.4375,0,0,0,0,75.875,107.1875,183.25,0,0,0,0,27.6875,124.8125,167.6875,0,0
"42315","Sneaker",0,0,0,0,0,0,0,0,0,0,0.4375,17.6875,0,0.5,0.25,0.25,29.75,117.875,138.9375,88.3125,120.375,82.875,137.3125,187.5,183.125,181.4375,182.4375,115.5,112.1875,184.5,198.5,168.8125,136.125,98.3125,76.875,1.8125,11,13.4375,13.25,22.5,24.75,13.6875,0,0,0,0,0,0,0
"20613","Dress",0,18.25,157.1875,154,157.3125,9.8125,0,0,66.1875,233.4375,242.9375,233.25,58.3125,0,0,99.4375,168.6875,238.4375,181.25,94.9375,0,0,122.75,152.625,239.4375,168.25,121,0,0,122.6875,201,238.5625,206.375,122.1875,0,0,29.625,187.4375,239.1875,188.875,30.5,0,0,0.1875,145.0625,217.3125,143.5,0.125,0
"21092","Dress",0,0.5,78.5,173.75,76.125,0.625,0,0,20.4375,128.375,112.3125,143.9375,19,0,0,32.625,157.25,142.0625,169.375,31.625,0,0,47.5,171.1875,144.9375,156.4375,46.875,0,0,63,145.1875,151,143.1875,62.375,0,0,18.0625,135.0625,148.625,134.5,17.4375,0,0,0.375,106.25,156.8125,107.3125,0.3125,0
"22962","Dress",0,0,155.9375,197.6875,134.625,0,0,0,0,126.1875,210.875,117,0,0,0,0,85.6875,214.5,81.1875,0,0,0,0,117,216.0625,129.125,0,0,0,0,132.0625,217.5625,153.75,0,0,0,0,129.875,219.8125,158.125,0,0,0,0,111.125,220.875,154.3125,0,0
"8555","Trouser",0,0,81.6875,174.75,167.125,10.9375,0,0,0,120.3125,190.1875,175.5625,34.3125,0,0,0,150.9375,136.8125,193.3125,8.25,0,0,0,175.125,34.5625,183.3125,0,0,0,0,162,12.4375,158.0625,0,0,0,0,139.25,52.375,147.75,0,0,0,0,110.9375,66.5625,129.3125,0.125,0
"52458","Bag",0,0,4.4375,71.5625,4.3125,0,0,0,0,45.6875,20.625,44.375,0,0,0,33.5625,95.125,56.5625,99.8125,22.1875,0,0,131.25,207,206.6875,199.6875,107.375,0,0,111.625,208.375,212.4375,208.1875,81.1875,0,0,105.8125,206.9375,219.125,214.9375,77.9375,0,0,79.5625,216.25,218.375,215.375,55.0625,0
"18163","Dress",0,15.5,169.625,177,177.0625,26.75,0,0,51.6875,205.5625,195.0625,206.8125,84.25,0,0,79.75,154.875,205.0625,140,128.25,0,0,97,143.0625,209.1875,174,127.1875,0,0,1.75,147.3125,211.5625,205.6875,1.3125,0,0,0.125,158.25,209.4375,218.6875,7.6875,0,0,0.4375,125.1875,189.125,200.9375,10.625,0
"18912","Dress",0,0.3125,88.875,152.1875,160.625,0.125,0,0,0.25,169.375,234.4375,217.75,31.25,0,0,27.1875,153.1875,237.0625,169.5625,96.3125,0,0,64.75,144.125,235.0625,201.75,73.1875,0,0,0.1875,171.5625,236.8125,236.875,6.1875,0,0,0.5625,185.6875,227.5,228.5625,41.6875,0,0,0.25,198.1875,217.125,219.6875,51.9375,0
"18993","Dress",0,2.75,111.25,45.25,98.3125,21.875,0,0,10.625,118.1875,123.3125,97.9375,33.75,0,0,0.25,67.6875,130,87.125,0.25,0,0,0.125,89.3125,147.25,109.875,0.3125,0,0,0,107.8125,162.4375,130.8125,1.125,0,0,0,111.3125,174.3125,145.4375,16.5,0,0,0,117.0625,159.1875,151.25,30.8125,0
"34519","Sandal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,10.3125,12.375,0,0,0,8.375,31.3125,40,86.0625,87.0625,10.3125,10.6875,27.8125,45.0625,49.8125,50.375,43.5625,49.3125,40.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51809","Bag",0,0,23.25,49,43.6875,0.6875,0,0,0.375,89.25,0.0625,98.375,1.1875,0,0.0625,5.625,132.875,81.625,155.3125,43.125,0.625,0.5,153.125,203.9375,198.8125,201.5625,206,44.125,66.625,220.5,219.8125,218,218.8125,221,114.75,137.125,225.1875,219.6875,223,222.125,221.75,146.625,55.8125,199.5,220,172.125,159,154.875,66.9375
"1336","T-shirt/top",0,41.0625,108.1875,116.6875,119,61.625,0.0625,0,108.125,93.5625,94.3125,90.5,116.0625,11.875,0,28.1875,102.0625,100.25,103.5,35.25,0.125,0,0.75,91.1875,98,98.375,11.5,0,0,0.5,93.625,94.5625,90.375,25.125,0,0,13.4375,108.6875,110.5625,104.125,49.3125,0.0625,0,29.5625,116.9375,115.375,122.375,66.6875,0.625
"14732","Pullover",0.1875,43.3125,93.5,51.625,83.1875,54.75,0.25,0.4375,81.75,138.375,110.875,107.5625,101.0625,0.125,0,112.5,118.5,117.9375,120.6875,114.25,9.0625,0,110.5625,101.1875,122.5,114.25,91.9375,29.25,1.6875,94.6875,120.625,125.5,125.125,90.5,38.4375,1.9375,82.6875,154.5625,142.3125,137.625,97.875,33.9375,6.6875,60.875,4.0625,4.5,4.1875,41.1875,41.625
"39863","Shirt",0,3.125,23.5625,121.5625,53.125,10,0,0,29.625,38.375,59.625,46.75,55.3125,0,0,32.3125,41.8125,44.875,60,61.875,0,0,35.125,52,49.9375,57.25,71.1875,0,0,48.3125,47.1875,56.6875,65.4375,77.125,0,0,65.3125,47.9375,56.375,83.0625,62,0,0,33.625,39.4375,68.8125,80.6875,29.75,0
"1134","T-shirt/top",0.25,68.5625,138.625,156.1875,142.5,81.5,0.0625,14.8125,168.1875,139.25,124.125,131.625,168.3125,23.8125,28.125,138.1875,157.3125,139.625,154.1875,161.8125,38.8125,0.125,15.875,166.3125,163.6875,163.5,37.25,0.0625,0,8.75,167.5,167.1875,166.4375,41.125,0,0,17.375,171.8125,171,168.8125,52.6875,0,0,25.6875,154.4375,163.75,151.75,54.875,0
"51242","Bag",0,0,0,0,0,0,0,0.3125,22.8125,27.0625,28.875,26.625,18.0625,11.5,62.125,188.4375,199.375,190.0625,169.875,145.9375,140.75,52.25,192.25,186,159.0625,158.625,156.4375,156.875,43.3125,199.8125,204.125,197.3125,210.25,219.75,172.875,0.25,92.25,106.5625,73.625,72.25,73.625,53.625,0,0,0,0,0,0,0
"58065","Ankle boot",0,0,0,0,25.5,0,0.0625,0,0,0,0.9375,180.25,130.625,116.25,0,0,0,27.4375,188,178.375,133.9375,0,0,0.125,123.25,158.5625,186,123.6875,0.5625,1.1875,117.0625,155.3125,152.3125,168.1875,141.875,143.3125,176.625,193.9375,196.6875,174.875,170.5,115.4375,31.5,85.25,101.0625,55.1875,0.0625,58.9375,20.5625
"31964","Sandal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,17.125,55.6875,49.75,17.25,1.5,0.8125,54.0625,17.6875,3.375,68.1875,71.875,8.125,30.875,46.6875,50.4375,52.1875,60,83.25,74.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14275","Pullover",0,17.4375,143.6875,138.9375,148.125,16.875,0,0,81.3125,238.625,236.1875,235.375,115.625,0,0,128.0625,228.375,240.0625,241.3125,161.125,0,0,145.9375,202.4375,240.5625,244.375,138.5,0,0,170.6875,203.0625,231.125,237.0625,179.9375,0,0,162.375,0.4375,0,0.125,172.6875,0,0,111.5625,0.1875,0,0.125,118.3125,0
"52947","Bag",11.125,25.1875,24.6875,20.4375,20.5,22.5625,17.1875,131,197.3125,188.9375,183.3125,186.8125,195.875,162.4375,188,218.8125,225.1875,231,226.5625,228.0625,189.1875,179.8125,219.5,223.1875,181.3125,215.875,230.1875,206.8125,156.6875,220.8125,221.125,226.875,225.3125,224.8125,190.6875,66.8125,217.0625,227.6875,225.75,224,219.9375,86.125,4.5,91.25,98.0625,62.875,52.625,28.375,0.1875
"19304","Dress",0,0,65.25,148.25,74.0625,4.8125,0,0,9.5,121.1875,107.6875,130.25,42.8125,0,0,3.1875,87.625,117.1875,110.375,14.6875,0,0,0.125,67.5625,127.1875,104.1875,0.125,0,0,0,90.5,134.1875,128.3125,0.1875,0,0,0,91.9375,137.6875,125,0.125,0,0,0,84.125,140,106.0625,0.3125,0
"54725","Ankle boot",0,0,0,0,0,0,0,0,0,0,25.625,135.25,135.375,101.0625,0,0,0.125,52.25,128.875,146.625,95.8125,0,0,12.1875,113.5,115.375,106.3125,107.75,0.125,14.9375,67.5625,132.5625,133.75,123.0625,102.375,64.625,100.125,91.875,106.9375,44.4375,59.3125,114.4375,0,0.625,9.375,2.5,0.3125,17.625,27.375
"38364","Shirt",0,9.3125,85.125,139.75,75.6875,4.8125,0,0,65.5625,143.6875,128.625,149,54,0,0,81.0625,150.6875,118.5,147.8125,74.5625,0,0,87.875,142.5625,113.5,136.3125,85.75,0,0,107.9375,138.1875,118.8125,128.5625,95.3125,0,0,111.5,136.125,142.125,129.0625,94.4375,0,0,20.3125,1.125,92.4375,0,21.625,0
"9675","Trouser",0,0,137.25,160.0625,146.0625,6.375,0,0,0,139,138.875,148.4375,22.625,0,0,0,131.1875,143.4375,137.3125,19.5625,0,0,0,107.3125,133.875,149,1.375,0,0,0,99,130.3125,137.875,0,0,0,0,87.4375,113.1875,119.875,0,0,0,0,78.875,110.8125,115.25,0,0
"6106","Trouser",0,0,6.625,43.8125,14.25,0,0,0,0,13.8125,158.875,134.25,0,0,0,0,58,200.625,154.5,0,0,0,0,89.75,111.6875,124.6875,0,0,0,0,111.4375,23.6875,122,0,0,0,0,112.0625,8.8125,106.0625,0,0,0,0,94.25,1.125,96.6875,0,0
"26440","Coat",0,11.625,104.625,230.75,128.0625,28.375,0.1875,0,123.25,221.25,220.8125,223.1875,182.125,0,0,166.5,228.1875,222.1875,224.8125,232.4375,0,0,181.25,223.5,224.25,227.1875,230.125,10.375,0,201.9375,199.5,223.875,231.4375,198.1875,30.375,0,184,205.3125,222.5,231.125,196,32,0,160.25,86.125,100.75,96.4375,152.125,28.625
"15225","Pullover",0.125,94.4375,177.1875,192.9375,169.1875,93.8125,0.4375,21.4375,212.9375,204.1875,199.5,193.8125,197.875,3.5625,54.1875,191.875,217.6875,206.6875,206.0625,171.625,18.625,60.0625,130.1875,221.625,209.0625,204.375,139.875,40.75,69.875,112.0625,223.75,211.25,204,114.875,50.625,76.25,92.8125,221.875,215.3125,213.1875,84.6875,62.75,73.0625,48.75,149.5,151.25,136.125,42.875,66.25
"50805","Bag",0,0.25,29.1875,87.375,12,0,0,0,1.75,148.5,13.3125,139.875,1.125,0,49.5,130.9375,133.75,103.25,175.375,47.3125,6.5,170.8125,205.375,203.0625,206.125,214.375,210.9375,167.3125,166.5,203.25,214.125,188.8125,220,217.9375,191.5,65.5625,129.25,165.25,211.5,222.125,218.6875,167.1875,0.5625,0.8125,0.5,0.0625,31.75,79.625,24.3125
"28272","Coat",0,0,54.1875,155.6875,83.875,6.3125,0,0,16.5625,210.0625,204.875,215.625,76.5,0,0,4.75,183.0625,204.25,215.25,43.5,0,0,21.4375,154.9375,207.5625,182.9375,57.25,0,0,23,152.5625,208.4375,188.1875,52.9375,0,0,24.3125,75,150.6875,107.5625,38.75,0,0,61.8125,0.25,0,0.3125,67.625,0
"1624","T-shirt/top",0.125,23.875,35.375,8.6875,33.25,16.9375,0.125,41.0625,133.875,151.125,198,153.9375,133.4375,28.1875,85.4375,128.5625,118.375,115.9375,116.5,126.8125,85.0625,106.5,145.3125,126.125,124.8125,129.8125,144.0625,107.8125,0.5625,49.5625,146.75,146.625,151,57.75,0.5625,0.3125,85.8125,185.75,177.25,188.125,94.9375,0.5625,1,86.3125,134.8125,134.5,140.25,82.875,1.1875
"36028","Shirt",0,1.875,71.0625,143.6875,74.5,0.125,0,0,28.9375,144.9375,153.375,158.1875,6.5,0,0,10,165.5,157.625,181.75,0,0,0,6.4375,151.3125,159.125,147.75,0,0,0,14.0625,170.125,164.875,182.0625,3.75,0,0,46.4375,153.875,161.8125,171.5,24.875,0,0,29.625,165.5,116.8125,164,18.1875,0
"11134","Trouser",0,0,94.1875,165.6875,129.4375,0,0,0,0,123.8125,175.875,164.5625,0,0,0,0,85.4375,156.125,106.0625,0,0,0,0,65.25,121.4375,85.625,0,0,0,0,56.625,113.1875,88,0,0,0,0,85.25,124.5625,131.8125,0,0,0,0,74.375,105.1875,124.3125,0,0
"48816","Bag",0,0,0,0,0,0,0,17.75,22.5,20.75,17.1875,14.875,12.1875,9.1875,199.375,244,243.6875,241.75,242.875,243.375,201.5625,193.6875,224.625,170.5625,200.5625,175.75,218.375,194.375,192.75,242.875,242.75,213.25,243.3125,240.75,187.6875,79.0625,94.3125,102.8125,108.4375,109.125,109.3125,89.6875,0,0,0,0,0,0,0
"9454","Trouser",0,0,106.1875,206.1875,166.9375,0,0,0,0,173.0625,229.375,214.0625,0,0,0,0,188.75,199.4375,206.1875,0,0,0,0,189.4375,123.5,187.4375,0,0,0,0,169.3125,80.6875,186.125,0,0,0,0,109.9375,106.9375,184.625,0,0,0,0,53.25,119.3125,183.5625,0,0
"59481","Ankle boot",0,0,0,0,0,0,0,0,0,0.0625,0.875,105.3125,40.25,30.1875,0,0,0.0625,7.1875,168.375,160,121.9375,0.1875,0.1875,0.625,116.875,148.125,170.5,113.625,1.1875,24.5,117.0625,152.375,170.125,166.375,136,158.1875,173.875,174.3125,189.5,173.9375,211.0625,176.5625,6.375,38.125,34.25,2.6875,0,37.75,28.75
"17267","Pullover",0.0625,68.125,154.75,174.4375,154.3125,56.8125,0.125,0,148.5625,148.9375,148.0625,157.125,138.625,0,0.625,183.75,162.3125,159.75,175.125,187.5625,0,15.9375,191.5,162.375,165.9375,174.6875,202.5625,4.25,33.0625,184.375,162.1875,168.3125,170.125,205.625,16.9375,39.75,178.1875,164.9375,171.375,176.4375,202,20.625,37.5625,99.4375,56.375,62.6875,58.125,145.6875,20.4375
"7416","Trouser",0,0,95,152.625,158.0625,0,0,0,0,146.5,193.8125,185.5,0,0,0,0,176.4375,114.75,162.25,0,0,0,0,183,46.125,148,0,0,0,0,180.25,47.0625,133.125,0,0,0,0,164.125,76.9375,110.5625,0,0,0,0,131.5625,113.25,94.1875,0,0
"56761","Ankle boot",0,0,0.375,47.5,81.3125,68.25,14.5625,0,0,0.875,108.75,151.4375,138.3125,34.8125,0,0,13.4375,121.875,151.3125,155.5,82.875,0.0625,0.1875,55.625,129.875,125.6875,131.5,84.625,15.3125,39.3125,102.6875,131.3125,100.125,30,67,83.5,101.625,128.75,94.375,0.875,6.8125,48.0625,9.9375,66.3125,81.1875,10.5625,0.5,10.0625,21
"24179","Coat",0,9.25,180.625,231.9375,191.1875,25.9375,0,0,101.625,236.625,239.1875,230,126,0,0,137.1875,231.9375,226.75,229.3125,171.625,0,0,124.9375,230.9375,234,228.5,197.5,0,0,130.25,204.375,227.125,220.125,208.6875,0,0,129.0625,86.25,110.4375,90.9375,180.8125,0,0,108.375,30.125,0.1875,0.25,153.75,0
"24936","Coat",0,8,153.1875,217.375,149.125,8.6875,0,0,141.5625,236.1875,236.625,234.375,141.6875,0,0,182.9375,234.3125,233.5,234.5,182.875,0,0,206.75,233.5625,234.5625,232.5625,207.6875,0,0,228.4375,230.9375,234.1875,232.625,228.6875,0,0,216.5,230.125,232.8125,231.9375,216.375,0,0,174.625,216.3125,220.25,215.0625,175,0
"32663","Sandal",0,0,0,0,0,0,0,0,0,0.0625,13.875,3.125,5.1875,28.75,0,1.125,0.875,12.4375,79.6875,100.375,24.4375,4.3125,71.25,46,17.625,52.8125,49.9375,27.3125,76,107.1875,120,109.625,107.5,108.5625,102.25,5,6.9375,7.1875,8.625,11,15.9375,17.5,0,0,0,0,0,0,0
"35597","Sandal",0,0,0,0,0,0,0,0,0,0,2,0,0.0625,0,0.125,1.0625,1.375,79.8125,124.6875,122.25,119.375,61.0625,88.5625,119.0625,77.0625,183.375,198.125,155.875,137.6875,179.8125,180.125,195.875,201.5625,201.5,177.9375,0.1875,46.875,76.875,78.8125,77.625,67.0625,27.25,0,0,0,0,0,0,0
"21746","Dress",0,0,91.4375,181.75,90.6875,0.125,0,0,6.0625,181.25,177.0625,187.625,6.5625,0,0,26.5,191.75,185.8125,194.625,29.5625,0,0,37.0625,195,187.875,204.4375,37.5625,0,0,18.8125,190.5,196.5,198.25,20.8125,0,0,0,209.5625,200.6875,203.4375,0,0,0,3.875,183.375,181.625,176.875,1.4375,0
"52431","Bag",0,0,23.25,32.375,60.125,0.75,0,0,0.8125,39,1.0625,43.8125,1.3125,0,5.3125,32.25,79.0625,48.9375,83.5,39.0625,7.875,67.5,160.3125,168.125,161.125,160.875,163.375,85.875,73.4375,195.5,197.375,181.375,181.1875,183.6875,92.1875,39.625,200.375,207.625,208.1875,206.625,202.75,102.375,0.75,153.5,196.5625,196.3125,153.25,140.5,55.5625
"36845","Shirt",0.3125,91.4375,165.5625,110.5625,135.6875,128.0625,0.5,0.4375,181.3125,205.125,202,199.6875,217.4375,34.25,0.75,218.375,210.9375,212.0625,207.0625,210.5,70.75,27.0625,193.6875,217.0625,209,213.3125,193.8125,99.9375,51.9375,167.1875,223.6875,215.375,216.8125,168.375,114.125,58.0625,180.3125,225.375,212.875,222.0625,169.0625,124.125,76.125,191.5,189.125,172.875,175.1875,139.5625,137.125
"30149","Sandal",0,0,0,0,11.0625,0,0,0,0,54.9375,62.375,167.9375,178.25,54.5,0,0,4.5625,61.5,197.5625,132.9375,65.125,0,0,0.5625,89.6875,184.5625,75.9375,49.9375,0.6875,1.9375,25.375,16.125,115.6875,35.9375,22.0625,74.3125,160.25,172.875,105.9375,80.875,128.8125,10.125,0,8.4375,29.0625,1.8125,0,24.625,15
"52012","Bag",0,1.0625,44.6875,45.625,41.25,1.375,0.0625,1.3125,68.5,28.1875,0.375,15,61.9375,0.625,47.1875,192.6875,168.5625,149,163.5625,175.5625,88.125,98.25,186.6875,184.625,177.3125,182.3125,212.75,130.0625,87,191.4375,201.3125,202.0625,211.3125,214.9375,132.4375,65.625,203.3125,210.75,213.5,215.6875,217.9375,123.9375,20.25,165.4375,199.9375,208.125,209.4375,198.1875,61.75
"14736","Pullover",0.0625,54.3125,140.125,131.4375,139.625,49.8125,0.0625,0,187.5625,212.9375,211.8125,210.125,179.125,0,0,205.625,212.6875,208.0625,203.4375,209,0,14.1875,183.9375,199.875,209,198.4375,191.5625,4.875,36.5,168.125,212.8125,210.625,211.8125,183.25,20.0625,42.6875,151.375,222.875,214.5,218.625,167.9375,35,35.5,116.5,46.75,49.5,48.4375,120.625,31.6875
"14589","Pullover",0,29.625,134.4375,173.0625,153.0625,56.0625,0.0625,0,129.5,227.3125,226.6875,228.125,186.1875,0,0,166.25,228.375,227.625,231.875,224.0625,0,0,186.75,229.6875,228.375,226.5625,245.25,0,0,206.125,224.1875,228.5,229.4375,233,15.375,0,202.5625,226.875,229.9375,230.875,215.625,28.5625,0,157.375,144.625,141,143.5,150.25,39.875
"38443","Shirt",0.0625,7,39.5625,0.3125,0.9375,52.5,0,0.4375,133.375,202.5625,156.5625,175.5,173.1875,19.6875,8.1875,231.75,225.25,225.125,226.125,231.3125,72.1875,47.25,221.625,228.125,226.0625,225.125,234.5,113.9375,83.25,217.8125,229.625,224.3125,222.375,233,152.0625,76.5,190.375,227.125,227,224,213.4375,116.9375,0.3125,74.875,190.0625,191.25,202.0625,144.3125,1.0625
"47328","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.1875,4.875,58.125,100.6875,3.75,52.3125,44.6875,47.625,79.9375,104.9375,152.3125,159.75,154.625,65.125,111.25,118.1875,118.875,104.75,105.9375,103.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32409","Sandal",0,0,0.125,0,0,21.6875,0.375,0,0.0625,0.4375,16.8125,65.4375,52.5625,0.625,0,0,5.375,69,74.875,55.375,58.3125,0,0.125,0.0625,0.5,66,101.625,55.9375,0.5625,21.9375,12.3125,24.1875,52.6875,41.5625,13.25,73.5,128.3125,119.4375,93.5,0.25,36.3125,0.6875,9.8125,55.25,63.75,15.8125,0.0625,17.375,0.8125
"7917","Trouser",0,0,117.5625,220.25,172.5625,0,0,0,0,152,227.4375,212.625,0,0,0,0,135.5625,181.9375,201.3125,0,0,0,0,111.875,166.3125,176.5625,0,0,0,0,95.0625,147.6875,169,0,0,0,0,80.4375,128.1875,163.1875,0,0,0,0,56.3125,113.0625,142.5,0,0
"40248","Shirt",0,0.125,59.4375,107.625,77.8125,11.25,0,0,17.6875,115.8125,93,107.75,49.0625,0,0,44.875,112.625,114.8125,137.0625,62.3125,0,0,94.125,152.875,130.4375,136.6875,72,0,0,152,218.6875,216.3125,208.625,79.25,0,0,132.0625,172.3125,154.8125,129,90.6875,0,0,24.0625,35.3125,0,14.0625,82.9375,0
"28886","Coat",0,0.4375,108.375,182.0625,69.3125,0.3125,0,0,43.5,139.375,166.0625,127,16.625,0,0,108.8125,152.625,125.4375,157.3125,69.5,0,0,136.5,192,165.5,207.75,94.625,0,0,151.1875,178.1875,173.5,193.6875,126.625,0,0,150.75,182.1875,171.375,180,148,0,0,144.875,38.375,73.5,28.4375,166.125,0
"6778","Trouser",0,0,120.875,192.4375,119.1875,0,0,0,0,140.5,203.3125,134.8125,0,0,0,0,133.625,197,129.75,0,0,0,0,116.125,171.625,112.5625,0,0,0,0,98.1875,134.4375,93.4375,0,0,0,0,71.875,166.125,60.375,0,0,0,0,41.875,167.3125,37.625,0,0
"39285","Shirt",0,0,23.9375,156.875,66,0.125,0,0,0,172.5,205.625,214.9375,33.4375,0,0,66.625,208.3125,209.3125,214.75,155.8125,0,0,95.625,155.625,213.25,178.1875,169.25,0,0,110.3125,198.0625,212,208.625,179.125,0,0,120.3125,62.5625,0,0.375,178.125,0,0,100.75,38.5,0,0.6875,146.8125,0
"29568","Coat",0,0,136,206.4375,112.875,0.125,0,0,71.25,188.8125,182.75,175.8125,50.6875,0,0,110.6875,168.8125,167,166.8125,91.125,0,0,127.3125,184.5625,175.4375,179.5,101.5625,0,0,129.6875,190.25,176.375,180.125,125.3125,0,0,143.0625,189.6875,173.6875,173.125,146.875,0,0,112.3125,169.6875,160.875,151.6875,97,0
"59048","Ankle boot",0,0,0,0,0,0,0,0,0,0,0.25,11.125,0,9.625,0,0.0625,0.1875,19.1875,172.8125,174.5625,117.5,0.375,1,30.5,97.3125,190.75,199.0625,139.6875,103.75,165.625,144.0625,178.1875,193.6875,191.5625,157.8125,0,13.9375,44.875,34.1875,1.75,45.75,41.0625,0,0,0,0,0,0,0
"29502","Coat",0.3125,25.5,111.875,231.625,118.3125,32.8125,0.25,0,197.5625,238.1875,236.125,233.5,218.9375,0.0625,1.25,245.1875,239.9375,236.1875,232.9375,237.875,22.4375,17.625,239.8125,239.8125,236.25,236.6875,227.875,51.8125,26.875,200.6875,243.625,238.8125,238.1875,183.5,63.375,34.875,172.125,246.5625,238.75,239.6875,127.3125,64.4375,33.75,136.4375,65.9375,71.6875,71.125,101.0625,63.25
"46626","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,39.1875,58.375,0.25,10.4375,29.375,83.5625,148.625,196.5625,211.375,188.125,149.875,46.1875,81.9375,105.5625,113.5,109.6875,96.0625,72.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16842","Pullover",0.0625,49.375,120.5,140.625,131.6875,74.0625,0,0,119.0625,133.6875,132,135.875,142.9375,9.375,0,163.5,140.4375,140.875,141.8125,164.5625,27.8125,0.75,181.6875,139.5625,141.875,137.8125,177.9375,44,9.5625,181.3125,134.0625,138.25,139.5625,162.375,48.6875,15.3125,153.625,141.5625,143.375,141.5625,134.625,52.3125,9.6875,96.375,57.375,51.0625,50.0625,77.6875,48.0625
