"","label","pixel1","pixel2","pixel3","pixel4","pixel5","pixel6","pixel7","pixel8","pixel9","pixel10","pixel11","pixel12","pixel13","pixel14","pixel15","pixel16","pixel17","pixel18","pixel19","pixel20","pixel21","pixel22","pixel23","pixel24","pixel25","pixel26","pixel27","pixel28","pixel29","pixel30","pixel31","pixel32","pixel33","pixel34","pixel35","pixel36","pixel37","pixel38","pixel39","pixel40","pixel41","pixel42","pixel43","pixel44","pixel45","pixel46","pixel47","pixel48","pixel49"
"39164","Shirt",0.125,13.8125,77.5625,149.375,59.25,10.5625,0.0625,0,109.4375,109.9375,121.625,107.4375,97.625,0.0625,0.5,152.4375,109.5,119.375,121.8125,143.3125,0,9.6875,156,109.125,118.125,99.8125,151.5,2.25,21.875,120.5,116,121.375,97.1875,129.4375,15.25,25.8125,104.6875,127.9375,125.5,122.5,123.25,20.0625,14.625,72.875,105.5625,121.3125,110.5,84.9375,6.625
"7081","Trouser",0,0,89.5625,205.9375,172,0,0,0,0,120.375,221.4375,221.625,0,0,0,0,111.5625,160.375,210.375,0,0,0,0,68.1875,132.875,170.9375,0,0,0,0,59.75,117.75,170.75,0,0,0,0,71.9375,105.9375,180.125,0,0,0,0,62.5625,92.1875,157.0625,0,0
"28222","Coat",0,0,24.25,187.3125,110.5625,0,0,0,19.3125,183.25,204.1875,214.625,135.625,0,0,78.625,199.8125,190.4375,190.8125,209.5625,3.875,0,111.25,197.3125,185.625,187.1875,207.0625,35.25,0,127.75,202.625,189.875,189.1875,210.125,29.1875,0,156.3125,198.75,194.8125,198.0625,184.25,0,0,109.625,156.4375,178.375,180.875,94.75,0.375
"48246","Bag",0,0,0.0625,31.875,21.5625,0,0,0,0,28.6875,9.25,17.6875,0.1875,0,0,0,42.75,3.625,12.4375,7.5625,0,0,26.375,9.875,72.625,3.3125,23.75,0,0,23.5,60.625,61.875,54.625,18.5,0,0,12.125,85.9375,57.5625,70.5625,14.625,0,0,0,87,110,81.5625,7.4375,0
"55091","Ankle boot",0,0,0.0625,22.25,39.4375,21.1875,30.0625,0,0,1.0625,95.875,125.5,83.4375,47.4375,0,0,0.4375,90.75,133.125,97.625,62.6875,0,0.25,0.5625,118.5625,86.0625,122.5,89.4375,0.75,0.375,79.625,101.5625,105,137.4375,121.1875,118.1875,115.5625,131.875,137.9375,129.125,136.5,98.25,34,91.4375,109.875,86.5625,3.5,62.75,54.0625
"23819","Dress",0,0,37.3125,146.625,35.3125,0,0,0,0,73.875,161.875,81.875,0,0,0,0,94.875,148.9375,105.6875,0,0,0,0,116.125,152.8125,126.125,0,0,0,0,104.625,169.125,112.625,0,0,0,0,129.9375,165.9375,122.4375,0,0,0,0,89.875,139.25,118.6875,0,0
"360","T-shirt/top",0.0625,92.3125,138.9375,70,133.1875,98.125,6.9375,27.6875,121.3125,140.3125,117.0625,119.9375,130.75,68.125,9.1875,54.375,112.8125,92.0625,130,65.6875,20.75,0,0.25,104.875,117,112.5625,31.25,0,0,1.625,109.0625,125.75,119.875,54.9375,0,0,26.1875,127.0625,119.125,103.875,69.9375,0.5625,0,34.375,120.75,121.5625,121,75.8125,0.8125
"45190","Sneaker",0,0,0,0,0,0,0,0,0,0,0,5.75,0.5,0,0,0,0.3125,60.75,101.1875,21.875,33.0625,25,59.125,113.25,178.3125,191.8125,186.1875,142.8125,131.125,161,167.5625,175.6875,179.875,191.5,117.75,6.9375,24.0625,35.8125,32.3125,36.125,33.6875,26.0625,0,0,0,0,0,0,0
"47806","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,1.625,56.1875,72.5,0,0.0625,37.75,80.375,136.75,189.375,192.8125,153.125,157.4375,28.375,57.875,76.875,84.75,85.375,80.8125,86.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36272","Shirt",0,11.75,37.9375,0.9375,21.125,15.6875,0,0,8.375,69.125,65.1875,53.125,13,0,0,21.3125,76.25,116.125,67.4375,26.625,0,0,23.25,79.5625,100.5,67.625,25.5,0,0,24.75,84.25,100.25,70.25,33.625,0,0,34.875,89.4375,123.375,78.25,40.3125,0,0,39.5625,87,119.375,80.125,44.125,0
"57771","Ankle boot",0,0,0,0,0,0,0,0,0,0,0.3125,102.375,119.625,37.9375,0,0,0.5,90.25,189.125,205.3125,99.625,0.625,1,62.25,173.5625,207.5,201.9375,117.5,84.625,121.6875,141.4375,170.25,172.625,171.0625,123.625,54,79,92.9375,92.3125,94.0625,88.5,63.625,0,0,0,0,0,0,0
"46744","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16.5625,106.8125,115.75,42.375,59.25,66.9375,122.6875,205.25,150.5625,204.875,227.1875,170.375,92.9375,148.875,164.5,167.5,161.625,146.75,114.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13948","Pullover",0.125,35.6875,71.375,102.625,68.9375,32.75,0,0.6875,142.625,110.3125,107.25,95.8125,121.0625,0.4375,21.4375,166.375,146.9375,130.9375,107.125,151.25,15.5,34.5,148.375,155.25,122.625,110,141.3125,27.9375,37.0625,129.875,159.75,129.125,112.6875,122.1875,29.5625,33.75,126,168.875,139.375,117.3125,115.125,23.6875,15.25,115.875,75.5625,68.1875,56.5625,104.0625,11
"52846","Bag",0,0.25,48.5,66.5625,57.1875,0.125,0,0,0.125,38.1875,0,37.3125,13.875,0,0,2,37.25,0,14.5,33.6875,0,0,39.5625,99.0625,36.8125,66.5625,60.875,0,0,100.375,142.125,123,140.8125,131.5,0,0,87.5,124.75,116.8125,131.3125,120.1875,0,0,72.4375,109.875,112.25,111.4375,108,0
"42038","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,7.8125,37.625,48.375,41.875,69.25,19.125,30.875,24.5625,109.375,136.625,135.5625,106.3125,40.9375,50.875,91.4375,77.25,65.875,63.25,76.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43019","Sneaker",0,0,0,0,0,0,0,0,0,0,17.3125,50.3125,0.375,3.0625,0,0,0.3125,149.3125,215.6875,172.0625,98.75,0.375,15.125,123.75,196.875,219.5,215.4375,131.1875,49.25,92.0625,124.375,140.5,129.625,127.625,89.8125,3.5625,11.8125,12.25,11.9375,12.3125,13.125,9.9375,0,0,0,0,0,0,0
"309","T-shirt/top",0,48.4375,97.6875,114.375,105.0625,55.375,0.0625,11.1875,107.25,79.375,84.5,98.125,92.5,10.6875,28.3125,101.6875,125.875,147.625,112.9375,92.25,24.9375,0,20.4375,108.75,111.25,88.4375,19.8125,0.0625,0,20.25,94.125,87.9375,73.0625,21.9375,0,0,26.625,92.75,94.375,65.6875,24.8125,0.0625,0,30.5,94.375,103.375,71.75,31.0625,0
"4527","T-shirt/top",0,17.125,111.1875,99.5,120.3125,20.25,0,0,13.5625,177.625,182.375,159.75,38.9375,0,0,0,203.25,198.3125,192.1875,29.375,0,0,0,211.0625,204.625,182.75,20.5625,0,0,0.125,222.0625,214.25,186.375,33.5,0,0,21.125,222,209.9375,193.0625,53.9375,0,0,25.625,193.5,210.4375,188.375,59.6875,0
"15000","Pullover",0.125,40.1875,103.625,94.875,102.3125,37.875,0.0625,0,103.875,115.75,116.6875,119.875,103.1875,0,0,143.875,144.1875,138.8125,148.625,152.0625,0,0,178.9375,129.4375,137.6875,146.0625,168.5625,10.25,3.8125,161.1875,127.5,137.3125,153.625,151.75,19.6875,9.8125,136.4375,101.0625,111.25,116.25,118.8125,20.5,17.25,95.6875,0.625,0.625,0.375,84.375,19.25
"42092","Sneaker",0,0,0,0,0,0,0,0,0,0,0.125,42.75,61.4375,19.6875,0,0,0.0625,21.75,158.25,141.3125,77.0625,0.0625,0.5625,47.4375,191.25,166.125,117.25,104.1875,101.875,161.75,219,222.875,186.4375,146.8125,139.9375,67.25,129,148,145.5625,142.375,141.5,112.75,0,0,0,0,0,0,0
"59184","Ankle boot",0,0,0,42.9375,52.9375,58.25,24.4375,0,0,0.5,111.625,164.25,164.3125,67.9375,0,0,1.375,138.0625,175.75,159,88.375,0.125,0.0625,42.9375,147.25,170.25,148,136.5625,8.6875,40.75,122.5,153.8125,185.5625,171.5,117.375,126.5625,152.1875,159,180.75,151.125,143.9375,93.6875,29.1875,79.75,101.875,87.0625,73.5625,69.9375,36.875
"648","T-shirt/top",0.125,86.4375,171.1875,195.5,173.0625,92.625,0,42.25,225.1875,214.3125,211.625,211.75,213.25,62.0625,14.8125,131.125,225.9375,222.4375,220.9375,146.25,29.4375,0,50.8125,228.5625,223.5,219.9375,61.875,0,0,42.125,231.5,223.125,220.8125,63.6875,0,0,34.9375,232.125,224.5625,222.3125,62.0625,0,0,22.0625,178.125,203.5625,187.625,44.5625,0
"18411","Dress",0.0625,15.75,125.5625,84.1875,134.125,35.8125,0,0.25,156.0625,201.25,228.625,217.625,172.375,0.1875,27.1875,212,192.625,202.0625,213.6875,213.5,55.6875,98.25,206.9375,213.375,192.4375,213.125,187.75,133.0625,142.4375,174.25,191.625,204,218.875,179.9375,180.25,18.4375,104.375,201.9375,197.6875,196.875,166.9375,0.5625,0.0625,56.125,128.8125,148.0625,135.5625,91.9375,0.3125
"11942","Trouser",0,0,82.5625,183,122.75,0,0,0,0,85.375,189.8125,131,0,0,0,0,71.75,160.4375,113.625,0,0,0,0,72.625,128.6875,109.8125,0,0,0,0,79.25,100.625,119.9375,0,0,0,0,92.25,100.5625,139.625,0,0,0,0,87.6875,92.875,130.625,0,0
"11405","Trouser",0,0,117.75,202.5,131.9375,0,0,0,0,155.4375,217.4375,164.25,0,0,0,0,131.625,149.625,144.8125,0,0,0,0,104.9375,135.1875,115,0,0,0,0,99.0625,127.875,114.8125,0,0,0,0,77.125,138.0625,105.8125,0,0,0,0,43,155.125,68.75,0,0
"45553","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,55.625,48.5625,12.5,32.5,2.0625,11.3125,89.8125,120.75,123.125,92.5625,87,31.875,37.5625,61.5,103.1875,85.6875,68.75,62.625,0,0,1.25,3.4375,3.3125,3.25,1.9375,0,0,0,0,0,0,0
"36974","Shirt",0,78.75,114.875,162.25,126.25,93.4375,4.5,0,138.375,166.125,171.75,155.3125,151.4375,0.0625,0,178.375,181.0625,164.5625,176.75,190.875,7.8125,3.6875,204.25,184.3125,193.0625,184.3125,204.125,43.0625,29.375,211,190,179.8125,207.3125,209.375,77.0625,37.0625,195.9375,98.9375,98.1875,114.5,162.875,90.875,23.8125,129.0625,0.4375,0.4375,1.125,79.875,71.125
"20277","Dress",0,4.75,162.25,155.625,162.875,35.625,0,0,30.6875,203.9375,185.8125,188.9375,77.5625,0,0,34,177.1875,190.25,153.5625,87.6875,0,0,31,173.5625,199.4375,158.875,72.8125,0,0,0,147.8125,212.4375,181.5625,0,0,0,0,157.9375,211.6875,192.6875,0,0,0,0,144.4375,195.375,172.1875,0,0
"49701","Bag",0,0,0,0,0,0,0,0.375,0,17.375,32.3125,20.8125,0.0625,0.125,48.3125,81.1875,84.25,65.0625,67.3125,86.875,56.6875,69.25,119.5625,99.3125,92.1875,106.0625,127.3125,91.5625,44.1875,121.5,143.8125,146.25,140.0625,141.75,31.1875,18.1875,104.1875,109.25,98,85.75,78.4375,0.375,0,0,0,0,0,0,0
"40266","Shirt",0.75,105.875,203.9375,211.75,206.0625,138.1875,1.0625,0.375,160.0625,224.9375,216.6875,213,215.3125,0.0625,0.6875,195.25,220.5625,218.9375,219.1875,230.8125,8.875,12.625,232.1875,213.125,223.8125,223.875,230.9375,53.4375,103.4375,168.25,219.3125,227.1875,227.125,183.8125,103,8.25,66.375,220.375,226.875,235.4375,92.5,11.4375,0,43.625,168.75,177.0625,177.875,64,0.125
"47120","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.5,32.0625,77.625,4,44.1875,20,52.5,109.5,151.5625,195.25,185.5625,165.375,38.1875,68.5625,98.0625,160.1875,169.3125,140.3125,90.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33172","Sandal",0,0,0,0,0,0,0,0,0,0.0625,1.5,1.25,42.75,15.5625,0,0,0.375,64.25,68,129.75,0.9375,0,0.8125,0.3125,0.3125,70.5625,160.5625,129.625,17.875,138.8125,117.375,67.25,104.8125,126.375,172.125,88.8125,155.875,181,113.0625,1.375,113.4375,144.3125,0,0,0,0,0,0,0
"55092","Ankle boot",0,0,0,0,0,0,0,0,0,0.8125,84.5,110.0625,116.5,69.6875,0,0,1.5,167,205.625,211.4375,121.1875,0.4375,0.9375,35.9375,179.875,196.9375,199.625,129.125,78.625,141.1875,172.75,187.1875,193.5625,203.375,166.0625,73.375,108.5625,123.5,123.875,127.25,112.625,87,0,0,0,0,0,0,0
"49027","Bag",0,0.25,0.875,48.5,17.3125,0.875,0,0,143.75,120.75,125.4375,134.8125,119.3125,20.8125,0,179.75,210.6875,186.5,194.75,199.4375,7.9375,0,167.5,219.0625,207.0625,219.625,202.125,0,0,170.375,221,223.875,226.375,212.25,0,0,192.8125,230.375,234,234.9375,233.875,10.8125,0,181.5,196.5,197.75,202.1875,208.3125,26.0625
"34073","Sandal",0,0,0,0,0,0,0,0,0,0,0.0625,26.3125,67.8125,22.625,0,0,0.0625,11.625,86.5625,106.8125,101.4375,0,0.25,33.375,105.1875,126.5625,121.0625,2.5,0.1875,72.25,55.875,171.625,172.375,131.4375,139.875,40.375,101.625,76.625,66.625,1.25,78.9375,91.9375,0,0,0,0,0,0,0
"487","T-shirt/top",0,102.875,149.1875,90.125,125.75,148.4375,0,0,193.6875,230.375,232.5,230.5625,234.3125,16,0,114.4375,232.5,229,228.8125,155.9375,19.8125,0,0.375,230.25,229.6875,229.4375,60.625,0.0625,0,34.0625,232.625,231.75,229.5625,94.0625,0,0,67.9375,232.9375,232.6875,233.9375,124.4375,0.5625,0,92.5625,210.9375,212.6875,212.8125,142.375,0.1875
"57594","Ankle boot",0,0,0,25.375,80.25,85.4375,52.875,0,0,0,89.75,193.5,209.1875,188.125,0,0,0,84.1875,204.0625,216.8125,167.875,0,0,0.4375,99.875,203.625,223,118.875,2.625,49.9375,120.6875,188.1875,213.9375,218.9375,109.5625,136.625,186.9375,190.125,204,220.875,217.4375,147.125,46.25,90.4375,106.5,107.75,96.8125,87.9375,68.0625
"40386","Shirt",0,24.6875,77.8125,83.6875,74.625,45.375,0,0,27.125,54.375,54.9375,59.1875,31.25,0,0,17.3125,53.3125,50.0625,62.4375,2.3125,0,0,17.125,58.125,54.75,75.1875,1.5625,0,0,23,61.8125,60.875,87.25,8.875,0,0,43.8125,75.625,74.25,75.4375,24.25,0,0,23.0625,50.8125,53,65.75,39.1875,0
"57486","Ankle boot",0,0,0,0,0,0,0,0,0,0.1875,1.5625,13.875,1,32.3125,0,0,0.125,36.3125,143.25,144.875,62.4375,0,0,5.0625,80.25,163.9375,155.3125,65.1875,0.1875,11.5,31.4375,52.9375,112.75,106.375,82.25,83.125,72.125,80.0625,129.375,110.5625,111.625,102.375,2.5,22.875,23.25,2,4.4375,15.375,14.1875
"43808","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.25,40.4375,80.625,0,23.5,6.125,60.1875,147.8125,208.5,213.8125,168.6875,178.875,52.8125,101.0625,119.1875,126.4375,131.9375,126.3125,112.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1833","T-shirt/top",0.375,38.75,121.9375,88.75,121.3125,73.75,0.625,0.8125,178.4375,217.4375,209,217.9375,217.6875,10.0625,39.0625,219.0625,214.25,213.8125,214.6875,215.8125,66.0625,109.5625,214.5,211.75,211,212.0625,215.8125,159.8125,0.875,76.5,209.625,209.5,208.5625,148.375,5.0625,0.5625,63.8125,207.0625,207,205.75,121.625,0.875,0.25,50.1875,178.0625,174.1875,175.125,111.8125,1.375
"53747","Bag",0,0.5625,17.875,37.0625,21.875,0.0625,0,0.25,19.8125,29.0625,0.3125,33.5625,26.5,0.0625,3.4375,79.8125,51,51.5625,60.4375,104.0625,21.625,51.75,171.3125,166.375,164.625,164.75,183.3125,71,67.6875,172.0625,165.5625,163.375,148.5,163.1875,83.125,57.25,166.875,168.625,174.0625,155.9375,171.75,64.125,4.9375,150.8125,175.4375,176.8125,172.0625,155.6875,27.3125
"7411","Trouser",0,0,101.5,215.6875,199.1875,0,0,0,0,157.1875,226.5,204.875,0,0,0,0,203.1875,167.5625,194.5625,0,0,0,0,220.75,54.125,176.6875,0,0,0,0,193.875,62.9375,177.1875,0,0,0,0,151.625,92.6875,177.9375,0,0,0,0,108.125,109,171.875,0,0
"26891","Coat",0.125,31.9375,134.4375,178.75,130.625,31.375,0,0,182.5625,157.5625,228.8125,146.6875,172.4375,0,0,195.3125,217.3125,224.75,189.375,219.3125,0,0,237.9375,233.8125,235.8125,236.375,241.9375,0,12.5,247.875,231.6875,235.1875,233.5,245.75,10,33.4375,192.1875,240.9375,239.75,243.1875,200.625,34.5625,42.25,147.5625,0.5625,1.6875,0.625,156.5625,43.1875
"8817","Trouser",0,0,113.75,213.8125,166.8125,0,0,0,0,153.4375,228.3125,209.1875,0,0,0,0,162.0625,201.3125,209,0,0,0,0,143.1875,167.875,180.9375,0,0,0,0,127.6875,120.5,166,0,0,0,0,116.125,80.125,164.4375,0,0,0,0,89.125,38.8125,119.9375,0,0
"19583","Dress",0,7.625,185.9375,178.8125,166.3125,0.0625,0,0,48.9375,214,230.1875,217.625,18.8125,0,0,68.75,179,231.1875,150.75,49.3125,0,0,61.8125,179.0625,234.9375,162.9375,40.625,0,0,0.5625,178.0625,237.6875,139.125,1.5,0,0,0.1875,174.5,236.375,126.875,0.6875,0,0,0.5625,112.0625,200.75,77.5625,0.625,0
"32822","Sandal",0,0,0,0.25,0.375,34.4375,4.4375,0,0,0.25,58.625,58.1875,72.125,62.125,0,0.125,34.9375,127.8125,1.1875,58.5,125,0.375,27.125,155.6875,92.125,85.4375,138.625,123.3125,3.625,115.6875,35.25,120.25,139.375,151.6875,101.6875,88.75,118.4375,121.25,137.4375,139.5625,138.625,104.4375,45.8125,88,110.3125,102.0625,97.5,86.375,47.25
"37289","Shirt",0,5.3125,73.3125,174.4375,87.0625,5.375,0,0.125,72.375,134.1875,144.375,144.0625,76.125,0.125,0,138.3125,136.75,130.1875,136.9375,147.875,0,0,180.75,134.9375,128.125,132.8125,168.75,6.4375,8.75,183.125,136.6875,130.4375,133.875,177.125,17.625,21.0625,152.3125,135,136.4375,134.8125,140.8125,26.125,8.75,42.375,113.0625,121.875,111.9375,54.5,13.75
"22513","Dress",0,0,59.375,8.9375,61.375,0,0,0,0,106.5625,158.75,124.1875,0,0,0,0,89.4375,185.5,125.5625,0,0,0,0,108.5,193.75,141.625,0,0,0,0,120.8125,194.875,167.75,0,0,0,0,96.375,188.875,139.125,0,0,0,0,103.375,201.75,150.5,0,0
"27561","Coat",0.0625,22.875,164.3125,156.3125,189.25,64,0,0,144.5625,185.125,209.5,197.125,181.1875,8.9375,0,195.1875,175.1875,177.375,176.875,205.75,38.5,0,203.25,170.375,182.125,191.3125,185.875,53.625,10.0625,167.25,148.375,182.125,198.625,132.375,61,25.9375,162.0625,181.125,184.375,192.75,161.4375,78.25,21.25,120.4375,169.5625,179,185.0625,123.8125,72.875
"40869","Shirt",5.25,134.5625,116.625,96.8125,124.5625,93,0.1875,78,188.1875,179.25,175.8125,172.875,183.5625,47.1875,81.25,183.8125,187.4375,182.3125,174.6875,163.5625,46.1875,0.125,92.4375,188.9375,185.3125,178.3125,50.5625,0.0625,0,85.5,185.4375,192.75,183.25,44,0,0,88.375,189.5,197.75,177.5625,58.5625,0,0,87.0625,180.75,193.1875,172.0625,65.25,0
"42889","Sneaker",0,0,0,0,0,0,0,0,0,0,15.125,5.4375,0,0.4375,0,0,0,32.125,107.6875,11,31.4375,0.5625,0.5625,42.3125,167.0625,204.6875,193.6875,76.875,84.375,150.625,195.875,208.375,216.3125,205.875,128.625,79.4375,124.625,143.375,130.25,136.5,143.3125,116.1875,0,0,0,0,0,0,0
"22716","Dress",0,0.25,106.875,145.875,106.375,0.25,0,0,0,99,96,89.875,0.25,0,0,0,88.125,103.25,78,0,0,0,11.375,116.875,87.375,117,5.375,0,0,36.875,120.25,103.75,96.75,30.25,0,0,52,128.5,114.1875,137.125,49.125,0,0,58.5,137,99.5,114.75,47.375,0
"50197","Bag",0,0,0.5,46.75,14.9375,0,0,0,0,24.25,32.25,36.0625,0,0,0,0,45.875,6.625,49.75,0.875,0,0,12.625,56.5,19.375,71.4375,10.625,0,0,121.6875,228.25,245.875,234.1875,178.4375,0,0,142.5,245.4375,244.9375,229.25,198.5625,0,0,133.0625,220.3125,223,215.5625,181.3125,0
"23952","Dress",0,0,46.3125,107.8125,48.3125,0.375,0,0,10.0625,76.6875,126.875,76.9375,14.3125,0,0,21,71.0625,116.875,59.6875,25.1875,0,0,37,87.25,136.75,76.1875,41.5625,0,0,0.3125,112.5,147.875,87.125,0.4375,0,0,0.0625,141.75,165.25,105.8125,0,0,0,0.3125,131.5,156.75,112.5625,0.125,0
"48163","Bag",0,0,0.75,57.5625,9.25,0,0,0,0,20.75,10.1875,27.6875,0,0,0,0,33.625,1,26.0625,0,0,0,0,33.9375,4.9375,38.8125,0,0,0,0,155.25,163.75,147.4375,0,0,0,0,162.125,149.125,162.875,0,0,0,0,149.8125,170.875,139.9375,0,0
"5802","T-shirt/top",2.125,70.4375,54.8125,68.0625,61.9375,64.125,1.875,51.3125,122.75,128.0625,105.75,120.8125,123.375,50.6875,86.375,133.625,126.0625,130.875,127.125,130.375,82,67.4375,107,120.8125,125.5,121.75,114.25,67.0625,0.25,58.875,122.1875,142.3125,122.5,52.25,0.3125,0.0625,65.3125,141.5625,166.875,135.6875,61.25,0,0.0625,10.3125,15.6875,34.375,25.6875,12.5,0.0625
"33763","Sandal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,17.1875,10.125,15,16.875,0.1875,12.0625,39.375,2.3125,33.1875,35.8125,2.6875,58.4375,83.1875,96.875,69.25,91.25,108.6875,101.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","T-shirt/top",0,38.5,105.875,127.3125,119.75,51.8125,0,17.125,96.5,75.8125,78,91.1875,139,20.5625,0,44.5,104.4375,84.3125,124.1875,47.1875,0,0,6.5,119.625,84.75,133.75,7.125,0,0,5.1875,122.375,89.375,135.0625,13.875,0.1875,0,19.625,105.5625,97.5625,123.75,35.6875,0,0,5.4375,103.625,128.1875,104.6875,8,0
"48524","Bag",0,0,2.3125,71.6875,31,0.25,0,14.25,0.0625,55.875,4,67.8125,1.75,0.3125,112.125,119.3125,130.875,94.0625,120.375,122,104.8125,99.8125,162.6875,168.8125,140.4375,148.6875,169.625,142,78.1875,179.75,170.1875,166.875,160,170.0625,126.875,24.75,185.875,186.3125,186.3125,181.875,178.375,97.75,0,112.8125,137.8125,127.9375,90.625,87.4375,36.75
"4904","T-shirt/top",0,58.4375,199.9375,194,206.25,81.1875,0,0,29.375,238,236.5,233.5,80.25,0,0,0.4375,203.0625,234.375,233.5625,43.1875,0,0,0.75,173.625,233.5,235.125,15.625,0,0,0.25,197,232.8125,234.6875,47,0,0,10.3125,226.875,233.125,232.6875,94.625,0,0,0.25,52.5625,216,138.125,0,0
"26784","Coat",0,3.5625,71.9375,190.1875,95,14.5625,0,0,112.0625,169.9375,175.125,171.4375,135.5625,0,0,151.375,167.25,169,167.1875,179.875,0.3125,0,159.8125,163.6875,164.75,161.875,186.625,11.5625,0,164.0625,170.6875,166.4375,165.25,179.1875,21.4375,0,165.875,171,171.4375,172.8125,177.1875,30.4375,0,139.5625,46.6875,51.875,60.25,134.125,10.3125
"57418","Ankle boot",0,0,0,0,0,0,0,0,0,0,37.75,106.6875,111.9375,54.4375,0,0,0.8125,105.625,203.1875,208.4375,99.375,0,0,10.25,201.75,220.4375,207.625,175.875,0.875,1.0625,116.25,221.75,216.6875,212,157.0625,97.0625,162.8125,185,215.375,104.625,104.5,153.8125,1.625,30.6875,50,15.25,0.5,17.25,21.5
"59062","Ankle boot",0,0,0,0,0,0,0,0,0,0.125,2.25,0.125,68.0625,67,0,0.3125,51,186.375,169.1875,147.6875,153.75,0.3125,0.75,131.375,204.0625,204,187.8125,139.375,73,89.1875,181.4375,215.1875,115.1875,86.4375,105.5,65.3125,116.75,148.4375,96.875,0.125,59.5625,57.5625,0,0,0,0,0,0,0
"821","T-shirt/top",0,4.6875,56.625,156,56.6875,6.6875,0,0,94,121,150.6875,159,84.875,0,0,101.5625,141.6875,135.9375,139.625,85.3125,0,0,0.0625,112.1875,121.625,96.4375,0.25,0,0,0.25,127.0625,122.75,105.625,0.25,0,0,0.125,149.0625,129.6875,123.125,0.125,0,0,3,132.625,146.9375,126.1875,3.0625,0
"13225","Pullover",0.125,73.125,187.375,213.4375,204.0625,113.5,0.4375,0,206.125,211.3125,218.8125,215.375,214.5625,48.75,17.625,222.1875,212.5625,217.1875,210.125,218.75,72.1875,35.4375,216.75,207.5,213.625,212.1875,215.1875,85.1875,36.625,211.625,209.3125,213.375,212.6875,210.3125,89.5625,32.8125,217.625,215.1875,217.3125,221.125,210.125,90,10.4375,148.625,161.0625,167.625,163.75,155.125,67.6875
"42037","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,5.75,84.8125,113.125,7.8125,44.125,44.875,76.625,159.1875,175.25,206,214.5625,171.75,71.5625,124.5,130.9375,107.5,96.5625,88.6875,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9208","Trouser",0,0,99.4375,182.8125,131.25,0,0,0,0,132.625,203.0625,168.6875,0,0,0,0,129.3125,152.125,158.5625,0,0,0,0,109.75,111.3125,138.8125,0,0,0,0,113.875,56.1875,139.5625,0,0,0,0,119.75,18.625,142.5625,0,0,0,0,92.5625,0,98.125,0,0
"11937","Trouser",0,5.75,149.125,163.875,124.9375,9.375,0,0,19.9375,130.6875,114.5,121.1875,20,0,0,17.0625,106.125,107.5,108.8125,18.5625,0,0,2.4375,105.9375,111.25,103.25,5.875,0,0,0,104.5,99.8125,103.875,0,0,0,0,100.125,88.8125,97.875,0,0,0,0,90.5,79.25,88.875,0,0
"21473","Dress",0,0,95.8125,181.625,135.625,0,0,0,0,160.75,184.0625,190.8125,0.1875,0,0,0,176.9375,184,198.8125,15.875,0,0,0,162.6875,186.8125,167.9375,33.75,0,0,0,77.6875,196.1875,102.0625,0.6875,0,0,0,37.75,203.6875,58.625,0,0,0,0,38.5625,202.1875,56.9375,0,0
"37389","Shirt",0,5.4375,35.0625,194.9375,74.125,13.875,0.0625,0,40.4375,47.0625,64.375,50.1875,54.125,0,0,46.9375,75.75,59,51.25,94.5,0,0,56.8125,67.1875,61.1875,53.625,94,0,0,71,44.25,59.6875,54.625,84.8125,1.9375,0,59.0625,45,62,55.25,70,6.5625,0,49.75,38.4375,57.9375,45.1875,47.3125,10.5625
"47002","Sneaker",0,0,0,0,0,0,0,0,0,0,63.75,182.9375,157.6875,74.5,0,0,0.1875,116.9375,237.25,212.4375,102.1875,0,0,5.125,197.5,237.3125,226.9375,146.25,10.8125,46.4375,160.75,229.5,237.125,221.625,205.3125,61.5,110.5625,121.875,116.4375,111.5625,108,86.25,0.8125,4.1875,5.0625,4.4375,4.0625,5.3125,3.25
"43093","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3125,2.875,56.125,86.375,16.375,51.625,55,79.25,106.4375,104.125,117.5625,152.375,121.875,35.0625,66.5,76.75,76.3125,81.0625,90.125,62.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
